%t , vf , sr , u_s
7.723000e+00 , 2.178106e+01 , 7.880900e-02 , 1.200000e+01
7.724000e+00 , 2.178402e+01 , 7.871900e-02 , 1.200000e+01
7.725000e+00 , 2.178698e+01 , 7.862890e-02 , 1.200000e+01
7.726000e+00 , 2.178995e+01 , 7.853872e-02 , 1.200000e+01
7.727000e+00 , 2.179291e+01 , 7.844845e-02 , 1.200000e+01
7.728000e+00 , 2.179587e+01 , 7.835808e-02 , 1.200000e+01
7.729000e+00 , 2.179884e+01 , 7.826763e-02 , 1.200000e+01
7.730000e+00 , 2.180180e+01 , 7.817710e-02 , 1.200000e+01
7.731000e+00 , 2.180476e+01 , 7.808647e-02 , 1.200000e+01
7.732000e+00 , 2.180772e+01 , 7.799576e-02 , 1.200000e+01
7.733000e+00 , 2.181069e+01 , 7.790497e-02 , 1.200000e+01
7.734000e+00 , 2.181365e+01 , 7.781409e-02 , 1.200000e+01
7.735000e+00 , 2.181661e+01 , 7.772312e-02 , 1.200000e+01
7.736000e+00 , 2.181957e+01 , 7.763208e-02 , 1.200000e+01
7.737000e+00 , 2.182253e+01 , 7.754095e-02 , 1.200000e+01
7.738000e+00 , 2.182549e+01 , 7.744974e-02 , 1.200000e+01
7.739000e+00 , 2.182846e+01 , 7.735845e-02 , 1.200000e+01
7.740000e+00 , 2.183142e+01 , 7.726708e-02 , 1.200000e+01
7.741000e+00 , 2.183438e+01 , 7.717563e-02 , 1.200000e+01
7.742000e+00 , 2.183734e+01 , 7.708410e-02 , 1.200000e+01
7.743000e+00 , 2.184030e+01 , 7.699249e-02 , 1.200000e+01
7.744000e+00 , 2.184326e+01 , 7.690081e-02 , 1.200000e+01
7.745000e+00 , 2.184621e+01 , 7.680904e-02 , 1.200000e+01
7.746000e+00 , 2.184917e+01 , 7.671721e-02 , 1.200000e+01
7.747000e+00 , 2.185213e+01 , 7.662529e-02 , 1.200000e+01
7.748000e+00 , 2.185509e+01 , 7.653331e-02 , 1.200000e+01
7.749000e+00 , 2.185805e+01 , 7.644125e-02 , 1.200000e+01
7.750000e+00 , 2.186101e+01 , 7.634911e-02 , 1.200000e+01
7.751000e+00 , 2.186396e+01 , 7.625691e-02 , 1.200000e+01
7.752000e+00 , 2.186692e+01 , 7.616463e-02 , 1.200000e+01
7.753000e+00 , 2.186988e+01 , 7.607228e-02 , 1.200000e+01
7.754000e+00 , 2.187284e+01 , 7.597986e-02 , 1.200000e+01
7.755000e+00 , 2.187579e+01 , 7.588738e-02 , 1.200000e+01
7.756000e+00 , 2.187875e+01 , 7.579482e-02 , 1.200000e+01
7.757000e+00 , 2.188171e+01 , 7.570220e-02 , 1.200000e+01
7.758000e+00 , 2.188466e+01 , 7.560950e-02 , 1.200000e+01
7.759000e+00 , 2.188762e+01 , 7.551675e-02 , 1.200000e+01
7.760000e+00 , 2.189057e+01 , 7.542392e-02 , 1.200000e+01
7.761000e+00 , 2.189353e+01 , 7.533103e-02 , 1.200000e+01
7.762000e+00 , 2.189648e+01 , 7.523808e-02 , 1.200000e+01
7.763000e+00 , 2.189944e+01 , 7.514506e-02 , 1.200000e+01
7.764000e+00 , 2.190239e+01 , 7.505198e-02 , 1.200000e+01
7.765000e+00 , 2.190534e+01 , 7.495884e-02 , 1.200000e+01
7.766000e+00 , 2.190830e+01 , 7.486564e-02 , 1.200000e+01
7.767000e+00 , 2.191125e+01 , 7.477238e-02 , 1.200000e+01
7.768000e+00 , 2.191420e+01 , 7.467905e-02 , 1.200000e+01
7.769000e+00 , 2.191715e+01 , 7.458567e-02 , 1.200000e+01
7.770000e+00 , 2.192011e+01 , 7.449223e-02 , 1.200000e+01
7.771000e+00 , 2.192306e+01 , 7.439873e-02 , 1.200000e+01
7.772000e+00 , 2.192601e+01 , 7.430517e-02 , 1.200000e+01
7.773000e+00 , 2.192896e+01 , 7.421156e-02 , 1.200000e+01
7.774000e+00 , 2.193191e+01 , 7.411789e-02 , 1.200000e+01
7.775000e+00 , 2.193486e+01 , 7.402417e-02 , 1.200000e+01
7.776000e+00 , 2.193781e+01 , 7.393039e-02 , 1.200000e+01
7.777000e+00 , 2.194076e+01 , 7.383656e-02 , 1.200000e+01
7.778000e+00 , 2.194371e+01 , 7.374268e-02 , 1.200000e+01
7.779000e+00 , 2.194666e+01 , 7.364874e-02 , 1.200000e+01
7.780000e+00 , 2.194961e+01 , 7.355475e-02 , 1.200000e+01
7.781000e+00 , 2.195256e+01 , 7.346072e-02 , 1.200000e+01
7.782000e+00 , 2.195550e+01 , 7.336663e-02 , 1.200000e+01
7.783000e+00 , 2.195845e+01 , 7.327250e-02 , 1.200000e+01
7.784000e+00 , 2.196140e+01 , 7.317831e-02 , 1.200000e+01
7.785000e+00 , 2.196434e+01 , 7.308408e-02 , 1.200000e+01
7.786000e+00 , 2.196729e+01 , 7.298980e-02 , 1.200000e+01
7.787000e+00 , 2.197024e+01 , 7.289548e-02 , 1.200000e+01
7.788000e+00 , 2.197318e+01 , 7.280111e-02 , 1.200000e+01
7.789000e+00 , 2.197613e+01 , 7.270670e-02 , 1.200000e+01
7.790000e+00 , 2.197907e+01 , 7.261224e-02 , 1.200000e+01
7.791000e+00 , 2.198202e+01 , 7.251774e-02 , 1.200000e+01
7.792000e+00 , 2.198496e+01 , 7.242320e-02 , 1.200000e+01
7.793000e+00 , 2.198790e+01 , 7.232861e-02 , 1.200000e+01
7.794000e+00 , 2.199085e+01 , 7.223399e-02 , 1.200000e+01
7.795000e+00 , 2.199379e+01 , 7.213932e-02 , 1.200000e+01
7.796000e+00 , 2.199673e+01 , 7.204462e-02 , 1.200000e+01
7.797000e+00 , 2.199967e+01 , 7.194987e-02 , 1.200000e+01
7.798000e+00 , 2.200261e+01 , 7.185509e-02 , 1.200000e+01
7.799000e+00 , 2.200555e+01 , 7.176027e-02 , 1.200000e+01
7.800000e+00 , 2.200850e+01 , 7.166542e-02 , 1.200000e+01
7.801000e+00 , 2.201144e+01 , 7.157053e-02 , 1.200000e+01
7.802000e+00 , 2.201437e+01 , 7.147560e-02 , 1.200000e+01
7.803000e+00 , 2.201731e+01 , 7.138064e-02 , 1.200000e+01
7.804000e+00 , 2.202025e+01 , 7.128565e-02 , 1.200000e+01
7.805000e+00 , 2.202319e+01 , 7.119063e-02 , 1.200000e+01
7.806000e+00 , 2.202613e+01 , 7.109557e-02 , 1.200000e+01
7.807000e+00 , 2.202907e+01 , 7.100048e-02 , 1.200000e+01
7.808000e+00 , 2.203200e+01 , 7.090536e-02 , 1.200000e+01
7.809000e+00 , 2.203494e+01 , 7.081021e-02 , 1.200000e+01
7.810000e+00 , 2.203787e+01 , 7.071504e-02 , 1.200000e+01
7.811000e+00 , 2.204081e+01 , 7.061983e-02 , 1.200000e+01
7.812000e+00 , 2.204375e+01 , 7.052460e-02 , 1.200000e+01
7.813000e+00 , 2.204668e+01 , 7.042934e-02 , 1.200000e+01
7.814000e+00 , 2.204961e+01 , 7.033406e-02 , 1.200000e+01
7.815000e+00 , 2.205255e+01 , 7.023875e-02 , 1.200000e+01
7.816000e+00 , 2.205548e+01 , 7.014341e-02 , 1.200000e+01
7.817000e+00 , 2.205841e+01 , 7.004806e-02 , 1.200000e+01
7.818000e+00 , 2.206134e+01 , 6.995267e-02 , 1.200000e+01
7.819000e+00 , 2.206428e+01 , 6.985727e-02 , 1.200000e+01
7.820000e+00 , 2.206721e+01 , 6.976185e-02 , 1.200000e+01
7.821000e+00 , 2.207014e+01 , 6.966640e-02 , 1.200000e+01
7.822000e+00 , 2.207307e+01 , 6.957094e-02 , 1.200000e+01
7.823000e+00 , 2.207600e+01 , 6.947546e-02 , 1.200000e+01
7.824000e+00 , 2.207892e+01 , 6.937995e-02 , 1.200000e+01
7.825000e+00 , 2.208185e+01 , 6.928443e-02 , 1.200000e+01
7.826000e+00 , 2.208478e+01 , 6.918890e-02 , 1.200000e+01
7.827000e+00 , 2.208771e+01 , 6.909335e-02 , 1.200000e+01
7.828000e+00 , 2.209063e+01 , 6.899778e-02 , 1.200000e+01
7.829000e+00 , 2.209356e+01 , 6.890220e-02 , 1.200000e+01
7.830000e+00 , 2.209649e+01 , 6.880660e-02 , 1.200000e+01
7.831000e+00 , 2.209941e+01 , 6.871099e-02 , 1.200000e+01
7.832000e+00 , 2.210233e+01 , 6.861537e-02 , 1.200000e+01
7.833000e+00 , 2.210526e+01 , 6.851974e-02 , 1.200000e+01
7.834000e+00 , 2.210818e+01 , 6.842410e-02 , 1.200000e+01
7.835000e+00 , 2.211110e+01 , 6.832844e-02 , 1.200000e+01
7.836000e+00 , 2.211403e+01 , 6.823278e-02 , 1.200000e+01
7.837000e+00 , 2.211695e+01 , 6.813711e-02 , 1.200000e+01
7.838000e+00 , 2.211987e+01 , 6.804143e-02 , 1.200000e+01
7.839000e+00 , 2.212279e+01 , 6.794575e-02 , 1.200000e+01
7.840000e+00 , 2.212571e+01 , 6.785006e-02 , 1.200000e+01
7.841000e+00 , 2.212863e+01 , 6.775436e-02 , 1.200000e+01
7.842000e+00 , 2.213155e+01 , 6.765866e-02 , 1.200000e+01
7.843000e+00 , 2.213446e+01 , 6.756295e-02 , 1.200000e+01
7.844000e+00 , 2.213738e+01 , 6.746725e-02 , 1.200000e+01
7.845000e+00 , 2.214030e+01 , 6.737154e-02 , 1.200000e+01
7.846000e+00 , 2.214321e+01 , 6.727582e-02 , 1.200000e+01
7.847000e+00 , 2.214613e+01 , 6.718011e-02 , 1.200000e+01
7.848000e+00 , 2.214904e+01 , 6.708440e-02 , 1.200000e+01
7.849000e+00 , 2.215196e+01 , 6.698869e-02 , 1.200000e+01
7.850000e+00 , 2.215487e+01 , 6.689298e-02 , 1.200000e+01
7.851000e+00 , 2.215778e+01 , 6.679727e-02 , 1.200000e+01
7.852000e+00 , 2.216069e+01 , 6.670156e-02 , 1.200000e+01
7.853000e+00 , 2.216361e+01 , 6.660586e-02 , 1.200000e+01
7.854000e+00 , 2.216652e+01 , 6.651016e-02 , 1.200000e+01
7.855000e+00 , 2.216943e+01 , 6.641447e-02 , 1.200000e+01
7.856000e+00 , 2.217234e+01 , 6.631879e-02 , 1.200000e+01
7.857000e+00 , 2.217524e+01 , 6.622311e-02 , 1.200000e+01
7.858000e+00 , 2.217815e+01 , 6.612744e-02 , 1.200000e+01
7.859000e+00 , 2.218106e+01 , 6.603178e-02 , 1.200000e+01
7.860000e+00 , 2.218397e+01 , 6.593612e-02 , 1.200000e+01
7.861000e+00 , 2.218687e+01 , 6.584048e-02 , 1.200000e+01
7.862000e+00 , 2.218978e+01 , 6.574485e-02 , 1.200000e+01
7.863000e+00 , 2.219268e+01 , 6.564923e-02 , 1.200000e+01
7.864000e+00 , 2.219558e+01 , 6.555362e-02 , 1.200000e+01
7.865000e+00 , 2.219849e+01 , 6.545802e-02 , 1.200000e+01
7.866000e+00 , 2.220139e+01 , 6.536244e-02 , 1.200000e+01
7.867000e+00 , 2.220429e+01 , 6.526687e-02 , 1.200000e+01
7.868000e+00 , 2.220719e+01 , 6.517132e-02 , 1.200000e+01
7.869000e+00 , 2.221009e+01 , 6.507578e-02 , 1.200000e+01
7.870000e+00 , 2.221299e+01 , 6.498026e-02 , 1.200000e+01
7.871000e+00 , 2.221589e+01 , 6.488476e-02 , 1.200000e+01
7.872000e+00 , 2.221879e+01 , 6.478928e-02 , 1.200000e+01
7.873000e+00 , 2.222168e+01 , 6.469381e-02 , 1.200000e+01
7.874000e+00 , 2.222458e+01 , 6.459837e-02 , 1.200000e+01
7.875000e+00 , 2.222748e+01 , 6.450294e-02 , 1.200000e+01
7.876000e+00 , 2.223037e+01 , 6.440754e-02 , 1.200000e+01
7.877000e+00 , 2.223326e+01 , 6.431216e-02 , 1.200000e+01
7.878000e+00 , 2.223616e+01 , 6.421680e-02 , 1.200000e+01
7.879000e+00 , 2.223905e+01 , 6.412147e-02 , 1.200000e+01
7.880000e+00 , 2.224194e+01 , 6.402616e-02 , 1.200000e+01
7.881000e+00 , 2.224483e+01 , 6.393087e-02 , 1.200000e+01
7.882000e+00 , 2.224772e+01 , 6.383562e-02 , 1.200000e+01
7.883000e+00 , 2.225061e+01 , 6.374039e-02 , 1.200000e+01
7.884000e+00 , 2.225350e+01 , 6.364518e-02 , 1.200000e+01
7.885000e+00 , 2.225639e+01 , 6.355001e-02 , 1.200000e+01
7.886000e+00 , 2.225927e+01 , 6.345486e-02 , 1.200000e+01
7.887000e+00 , 2.226216e+01 , 6.335974e-02 , 1.200000e+01
7.888000e+00 , 2.226504e+01 , 6.326466e-02 , 1.200000e+01
7.889000e+00 , 2.226793e+01 , 6.316960e-02 , 1.200000e+01
7.890000e+00 , 2.227081e+01 , 6.307458e-02 , 1.200000e+01
7.891000e+00 , 2.227369e+01 , 6.297959e-02 , 1.200000e+01
7.892000e+00 , 2.227657e+01 , 6.288463e-02 , 1.200000e+01
7.893000e+00 , 2.227946e+01 , 6.278971e-02 , 1.200000e+01
7.894000e+00 , 2.228233e+01 , 6.269482e-02 , 1.200000e+01
7.895000e+00 , 2.228521e+01 , 6.259997e-02 , 1.200000e+01
7.896000e+00 , 2.228809e+01 , 6.250516e-02 , 1.200000e+01
7.897000e+00 , 2.229097e+01 , 6.241038e-02 , 1.200000e+01
7.898000e+00 , 2.229385e+01 , 6.231564e-02 , 1.200000e+01
7.899000e+00 , 2.229672e+01 , 6.222094e-02 , 1.200000e+01
7.900000e+00 , 2.229959e+01 , 6.212628e-02 , 1.200000e+01
7.901000e+00 , 2.230247e+01 , 6.203166e-02 , 1.200000e+01
7.902000e+00 , 2.230534e+01 , 6.193708e-02 , 1.200000e+01
7.903000e+00 , 2.230821e+01 , 6.184255e-02 , 1.200000e+01
7.904000e+00 , 2.231108e+01 , 6.174805e-02 , 1.200000e+01
7.905000e+00 , 2.231395e+01 , 6.165360e-02 , 1.200000e+01
7.906000e+00 , 2.231682e+01 , 6.155919e-02 , 1.200000e+01
7.907000e+00 , 2.231969e+01 , 6.146483e-02 , 1.200000e+01
7.908000e+00 , 2.232256e+01 , 6.137052e-02 , 1.200000e+01
7.909000e+00 , 2.232542e+01 , 6.127625e-02 , 1.200000e+01
7.910000e+00 , 2.232829e+01 , 6.118202e-02 , 1.200000e+01
7.911000e+00 , 2.233115e+01 , 6.108785e-02 , 1.200000e+01
7.912000e+00 , 2.233402e+01 , 6.099372e-02 , 1.200000e+01
7.913000e+00 , 2.233688e+01 , 6.089965e-02 , 1.200000e+01
7.914000e+00 , 2.233974e+01 , 6.080562e-02 , 1.200000e+01
7.915000e+00 , 2.234260e+01 , 6.071165e-02 , 1.200000e+01
7.916000e+00 , 2.234546e+01 , 6.061772e-02 , 1.200000e+01
7.917000e+00 , 2.234832e+01 , 6.052385e-02 , 1.200000e+01
7.918000e+00 , 2.235118e+01 , 6.043003e-02 , 1.200000e+01
7.919000e+00 , 2.235403e+01 , 6.033627e-02 , 1.200000e+01
7.920000e+00 , 2.235689e+01 , 6.024256e-02 , 1.200000e+01
7.921000e+00 , 2.235974e+01 , 6.014890e-02 , 1.200000e+01
7.922000e+00 , 2.236259e+01 , 6.005531e-02 , 1.200000e+01
7.923000e+00 , 2.236545e+01 , 5.996176e-02 , 1.200000e+01
7.924000e+00 , 2.236830e+01 , 5.986828e-02 , 1.200000e+01
7.925000e+00 , 2.237115e+01 , 5.977485e-02 , 1.200000e+01
7.926000e+00 , 2.237400e+01 , 5.968149e-02 , 1.200000e+01
7.927000e+00 , 2.237685e+01 , 5.958818e-02 , 1.200000e+01
7.928000e+00 , 2.237969e+01 , 5.949493e-02 , 1.200000e+01
7.929000e+00 , 2.238254e+01 , 5.940175e-02 , 1.200000e+01
7.930000e+00 , 2.238538e+01 , 5.930862e-02 , 1.200000e+01
7.931000e+00 , 2.238823e+01 , 5.921556e-02 , 1.200000e+01
7.932000e+00 , 2.239107e+01 , 5.912257e-02 , 1.200000e+01
7.933000e+00 , 2.239391e+01 , 5.902963e-02 , 1.200000e+01
7.934000e+00 , 2.239675e+01 , 5.893676e-02 , 1.200000e+01
7.935000e+00 , 2.239959e+01 , 5.884396e-02 , 1.200000e+01
7.936000e+00 , 2.240243e+01 , 5.875122e-02 , 1.200000e+01
7.937000e+00 , 2.240527e+01 , 5.865856e-02 , 1.200000e+01
7.938000e+00 , 2.240810e+01 , 5.856595e-02 , 1.200000e+01
7.939000e+00 , 2.241094e+01 , 5.847342e-02 , 1.200000e+01
7.940000e+00 , 2.241377e+01 , 5.838095e-02 , 1.200000e+01
7.941000e+00 , 2.241661e+01 , 5.828856e-02 , 1.200000e+01
7.942000e+00 , 2.241944e+01 , 5.819624e-02 , 1.200000e+01
7.943000e+00 , 2.242227e+01 , 5.810398e-02 , 1.200000e+01
7.944000e+00 , 2.242510e+01 , 5.801180e-02 , 1.200000e+01
7.945000e+00 , 2.242793e+01 , 5.791969e-02 , 1.200000e+01
7.946000e+00 , 2.243075e+01 , 5.782766e-02 , 1.200000e+01
7.947000e+00 , 2.243358e+01 , 5.773570e-02 , 1.200000e+01
7.948000e+00 , 2.243640e+01 , 5.764381e-02 , 1.200000e+01
7.949000e+00 , 2.243923e+01 , 5.755200e-02 , 1.200000e+01
7.950000e+00 , 2.244205e+01 , 5.746027e-02 , 1.200000e+01
7.951000e+00 , 2.244487e+01 , 5.736861e-02 , 1.200000e+01
7.952000e+00 , 2.244769e+01 , 5.727703e-02 , 1.200000e+01
7.953000e+00 , 2.245051e+01 , 5.718553e-02 , 1.200000e+01
7.954000e+00 , 2.245333e+01 , 5.709410e-02 , 1.200000e+01
7.955000e+00 , 2.245615e+01 , 5.700276e-02 , 1.200000e+01
7.956000e+00 , 2.245896e+01 , 5.691150e-02 , 1.200000e+01
7.957000e+00 , 2.246178e+01 , 5.682032e-02 , 1.200000e+01
7.958000e+00 , 2.246459e+01 , 5.672922e-02 , 1.200000e+01
7.959000e+00 , 2.246740e+01 , 5.663820e-02 , 1.200000e+01
7.960000e+00 , 2.247021e+01 , 5.654726e-02 , 1.200000e+01
7.961000e+00 , 2.247302e+01 , 5.645641e-02 , 1.200000e+01
7.962000e+00 , 2.247583e+01 , 5.636565e-02 , 1.200000e+01
7.963000e+00 , 2.247864e+01 , 5.627496e-02 , 1.200000e+01
7.964000e+00 , 2.248144e+01 , 5.618437e-02 , 1.200000e+01
7.965000e+00 , 2.248425e+01 , 5.609386e-02 , 1.200000e+01
7.966000e+00 , 2.248705e+01 , 5.600344e-02 , 1.200000e+01
7.967000e+00 , 2.248985e+01 , 5.591310e-02 , 1.200000e+01
7.968000e+00 , 2.249265e+01 , 5.582286e-02 , 1.200000e+01
7.969000e+00 , 2.249545e+01 , 5.573270e-02 , 1.200000e+01
7.970000e+00 , 2.249825e+01 , 5.564263e-02 , 1.200000e+01
7.971000e+00 , 2.250104e+01 , 5.555265e-02 , 1.200000e+01
7.972000e+00 , 2.250384e+01 , 5.546277e-02 , 1.200000e+01
7.973000e+00 , 2.250663e+01 , 5.537297e-02 , 1.200000e+01
7.974000e+00 , 2.250943e+01 , 5.528327e-02 , 1.200000e+01
7.975000e+00 , 2.251222e+01 , 5.519366e-02 , 1.200000e+01
7.976000e+00 , 2.251501e+01 , 5.510415e-02 , 1.200000e+01
7.977000e+00 , 2.251780e+01 , 5.501473e-02 , 1.200000e+01
7.978000e+00 , 2.252059e+01 , 5.492540e-02 , 1.200000e+01
7.979000e+00 , 2.252337e+01 , 5.483617e-02 , 1.200000e+01
7.980000e+00 , 2.252616e+01 , 5.474703e-02 , 1.200000e+01
7.981000e+00 , 2.252894e+01 , 5.465800e-02 , 1.200000e+01
7.982000e+00 , 2.253172e+01 , 5.456906e-02 , 1.200000e+01
7.983000e+00 , 2.253450e+01 , 5.448021e-02 , 1.200000e+01
7.984000e+00 , 2.253728e+01 , 5.439147e-02 , 1.200000e+01
7.985000e+00 , 2.254006e+01 , 5.430283e-02 , 1.200000e+01
7.986000e+00 , 2.254284e+01 , 5.421428e-02 , 1.200000e+01
7.987000e+00 , 2.254561e+01 , 5.412584e-02 , 1.200000e+01
7.988000e+00 , 2.254839e+01 , 5.403749e-02 , 1.200000e+01
7.989000e+00 , 2.255116e+01 , 5.394925e-02 , 1.200000e+01
7.990000e+00 , 2.255393e+01 , 5.386111e-02 , 1.200000e+01
7.991000e+00 , 2.255670e+01 , 5.377308e-02 , 1.200000e+01
7.992000e+00 , 2.255947e+01 , 5.368515e-02 , 1.200000e+01
7.993000e+00 , 2.256224e+01 , 5.359732e-02 , 1.200000e+01
7.994000e+00 , 2.256500e+01 , 5.350960e-02 , 1.200000e+01
7.995000e+00 , 2.256777e+01 , 5.342198e-02 , 1.200000e+01
7.996000e+00 , 2.257053e+01 , 5.333447e-02 , 1.200000e+01
7.997000e+00 , 2.257329e+01 , 5.324706e-02 , 1.200000e+01
7.998000e+00 , 2.257605e+01 , 5.315976e-02 , 1.200000e+01
7.999000e+00 , 2.257881e+01 , 5.307257e-02 , 1.200000e+01
8.000000e+00 , 2.258157e+01 , 5.298549e-02 , 1.200000e+01
8.001000e+00 , 2.258432e+01 , 5.289852e-02 , 1.200000e+01
8.002000e+00 , 2.258708e+01 , 5.281165e-02 , 1.200000e+01
8.003000e+00 , 2.258983e+01 , 5.272490e-02 , 1.200000e+01
8.004000e+00 , 2.259258e+01 , 5.263826e-02 , 1.200000e+01
8.005000e+00 , 2.259533e+01 , 5.255172e-02 , 1.200000e+01
8.006000e+00 , 2.259808e+01 , 5.246530e-02 , 1.200000e+01
8.007000e+00 , 2.260083e+01 , 5.237900e-02 , 1.200000e+01
8.008000e+00 , 2.260357e+01 , 5.229280e-02 , 1.200000e+01
8.009000e+00 , 2.260632e+01 , 5.220672e-02 , 1.200000e+01
8.010000e+00 , 2.260906e+01 , 5.212075e-02 , 1.200000e+01
8.011000e+00 , 2.261180e+01 , 5.203490e-02 , 1.200000e+01
8.012000e+00 , 2.261454e+01 , 5.194916e-02 , 1.200000e+01
8.013000e+00 , 2.261728e+01 , 5.186354e-02 , 1.200000e+01
8.014000e+00 , 2.262001e+01 , 5.177803e-02 , 1.200000e+01
8.015000e+00 , 2.262275e+01 , 5.169264e-02 , 1.200000e+01
8.016000e+00 , 2.262548e+01 , 5.160737e-02 , 1.200000e+01
8.017000e+00 , 2.262821e+01 , 5.152221e-02 , 1.200000e+01
8.018000e+00 , 2.263095e+01 , 5.143718e-02 , 1.200000e+01
8.019000e+00 , 2.263367e+01 , 5.135226e-02 , 1.200000e+01
8.020000e+00 , 2.263640e+01 , 5.126746e-02 , 1.200000e+01
8.021000e+00 , 2.263913e+01 , 5.118278e-02 , 1.200000e+01
8.022000e+00 , 2.264185e+01 , 5.109822e-02 , 1.200000e+01
8.023000e+00 , 2.264457e+01 , 5.101378e-02 , 1.200000e+01
8.024000e+00 , 2.264730e+01 , 5.092946e-02 , 1.200000e+01
8.025000e+00 , 2.265002e+01 , 5.084527e-02 , 1.200000e+01
8.026000e+00 , 2.265273e+01 , 5.076120e-02 , 1.200000e+01
8.027000e+00 , 2.265545e+01 , 5.067725e-02 , 1.200000e+01
8.028000e+00 , 2.265816e+01 , 5.059342e-02 , 1.200000e+01
8.029000e+00 , 2.266088e+01 , 5.050972e-02 , 1.200000e+01
8.030000e+00 , 2.266359e+01 , 5.042614e-02 , 1.200000e+01
8.031000e+00 , 2.266630e+01 , 5.034268e-02 , 1.200000e+01
8.032000e+00 , 2.266901e+01 , 5.025935e-02 , 1.200000e+01
8.033000e+00 , 2.267172e+01 , 5.017615e-02 , 1.200000e+01
8.034000e+00 , 2.267442e+01 , 5.009307e-02 , 1.200000e+01
8.035000e+00 , 2.267712e+01 , 5.001012e-02 , 1.200000e+01
8.036000e+00 , 2.267983e+01 , 4.992730e-02 , 1.200000e+01
8.037000e+00 , 2.268253e+01 , 4.984460e-02 , 1.200000e+01
8.038000e+00 , 2.268523e+01 , 4.976203e-02 , 1.200000e+01
8.039000e+00 , 2.268792e+01 , 4.967959e-02 , 1.200000e+01
8.040000e+00 , 2.269062e+01 , 4.959728e-02 , 1.200000e+01
8.041000e+00 , 2.269331e+01 , 4.951510e-02 , 1.200000e+01
8.042000e+00 , 2.269601e+01 , 4.943305e-02 , 1.200000e+01
8.043000e+00 , 2.269870e+01 , 4.935112e-02 , 1.200000e+01
8.044000e+00 , 2.270139e+01 , 4.926933e-02 , 1.200000e+01
8.045000e+00 , 2.270407e+01 , 4.918767e-02 , 1.200000e+01
8.046000e+00 , 2.270676e+01 , 4.910614e-02 , 1.200000e+01
8.047000e+00 , 2.270944e+01 , 4.902474e-02 , 1.200000e+01
8.048000e+00 , 2.271213e+01 , 4.894348e-02 , 1.200000e+01
8.049000e+00 , 2.271481e+01 , 4.886235e-02 , 1.200000e+01
8.050000e+00 , 2.271749e+01 , 4.878135e-02 , 1.200000e+01
8.051000e+00 , 2.272016e+01 , 4.870048e-02 , 1.200000e+01
8.052000e+00 , 2.272284e+01 , 4.861975e-02 , 1.200000e+01
8.053000e+00 , 2.272551e+01 , 4.853915e-02 , 1.200000e+01
8.054000e+00 , 2.272819e+01 , 4.845869e-02 , 1.200000e+01
8.055000e+00 , 2.273086e+01 , 4.837836e-02 , 1.200000e+01
8.056000e+00 , 2.273353e+01 , 4.829816e-02 , 1.200000e+01
8.057000e+00 , 2.273619e+01 , 4.821811e-02 , 1.200000e+01
8.058000e+00 , 2.273886e+01 , 4.813819e-02 , 1.200000e+01
8.059000e+00 , 2.274152e+01 , 4.805840e-02 , 1.200000e+01
8.060000e+00 , 2.274418e+01 , 4.797875e-02 , 1.200000e+01
8.061000e+00 , 2.274684e+01 , 4.789924e-02 , 1.200000e+01
8.062000e+00 , 2.274950e+01 , 4.781987e-02 , 1.200000e+01
8.063000e+00 , 2.275216e+01 , 4.774064e-02 , 1.200000e+01
8.064000e+00 , 2.275482e+01 , 4.766154e-02 , 1.200000e+01
8.065000e+00 , 2.275747e+01 , 4.758258e-02 , 1.200000e+01
8.066000e+00 , 2.276012e+01 , 4.750376e-02 , 1.200000e+01
8.067000e+00 , 2.276277e+01 , 4.742508e-02 , 1.200000e+01
8.068000e+00 , 2.276542e+01 , 4.734654e-02 , 1.200000e+01
8.069000e+00 , 2.276807e+01 , 4.726814e-02 , 1.200000e+01
8.070000e+00 , 2.277071e+01 , 4.718988e-02 , 1.200000e+01
8.071000e+00 , 2.277335e+01 , 4.711176e-02 , 1.200000e+01
8.072000e+00 , 2.277600e+01 , 4.703379e-02 , 1.200000e+01
8.073000e+00 , 2.277864e+01 , 4.695595e-02 , 1.200000e+01
8.074000e+00 , 2.278127e+01 , 4.687825e-02 , 1.200000e+01
8.075000e+00 , 2.278391e+01 , 4.680070e-02 , 1.200000e+01
8.076000e+00 , 2.278654e+01 , 4.672329e-02 , 1.200000e+01
8.077000e+00 , 2.278918e+01 , 4.664602e-02 , 1.200000e+01
8.078000e+00 , 2.279181e+01 , 4.656890e-02 , 1.200000e+01
8.079000e+00 , 2.279444e+01 , 4.649191e-02 , 1.200000e+01
8.080000e+00 , 2.279706e+01 , 4.641507e-02 , 1.200000e+01
8.081000e+00 , 2.279969e+01 , 4.633838e-02 , 1.200000e+01
8.082000e+00 , 2.280231e+01 , 4.626183e-02 , 1.200000e+01
8.083000e+00 , 2.280493e+01 , 4.618542e-02 , 1.200000e+01
8.084000e+00 , 2.280755e+01 , 4.610915e-02 , 1.200000e+01
8.085000e+00 , 2.281017e+01 , 4.603304e-02 , 1.200000e+01
8.086000e+00 , 2.281279e+01 , 4.595706e-02 , 1.200000e+01
8.087000e+00 , 2.281540e+01 , 4.588123e-02 , 1.200000e+01
8.088000e+00 , 2.281802e+01 , 4.580555e-02 , 1.200000e+01
8.089000e+00 , 2.282063e+01 , 4.573001e-02 , 1.200000e+01
8.090000e+00 , 2.282324e+01 , 4.565462e-02 , 1.200000e+01
