%t , vf , sr , u_s
2.343000e+00 , 5.901136e+00 , 9.927199e-02 , 1.200000e+01
2.344000e+00 , 5.904096e+00 , 1.011118e-01 , 1.136777e+01
2.345000e+00 , 5.907052e+00 , 1.031699e-01 , 1.012880e+01
2.346000e+00 , 5.910004e+00 , 1.054358e-01 , 8.764703e+00
2.347000e+00 , 5.912950e+00 , 1.078734e-01 , 7.297272e+00
2.348000e+00 , 5.915891e+00 , 1.104231e-01 , 5.762364e+00
2.349000e+00 , 5.918825e+00 , 1.130230e-01 , 4.197252e+00
2.350000e+00 , 5.921753e+00 , 1.156098e-01 , 2.640011e+00
2.351000e+00 , 5.924675e+00 , 1.181205e-01 , 1.128591e+00
2.352000e+00 , 5.927590e+00 , 1.204937e-01 , -3.001005e-01
2.353000e+00 , 5.930499e+00 , 1.226715e-01 , -1.611104e+00
2.354000e+00 , 5.933403e+00 , 1.246003e-01 , -2.772256e+00
2.355000e+00 , 5.936303e+00 , 1.262328e-01 , -3.754985e+00
2.356000e+00 , 5.939198e+00 , 1.275285e-01 , -4.535006e+00
2.357000e+00 , 5.942092e+00 , 1.284553e-01 , -5.092921e+00
2.358000e+00 , 5.944983e+00 , 1.289898e-01 , -5.414702e+00
2.359000e+00 , 5.947875e+00 , 1.291183e-01 , -5.492036e+00
2.360000e+00 , 5.950767e+00 , 1.288367e-01 , -5.322534e+00
2.361000e+00 , 5.953661e+00 , 1.281511e-01 , -4.909801e+00
2.362000e+00 , 5.956558e+00 , 1.270773e-01 , -4.263352e+00
2.363000e+00 , 5.959459e+00 , 1.256404e-01 , -3.398389e+00
2.364000e+00 , 5.962365e+00 , 1.238747e-01 , -2.335443e+00
2.365000e+00 , 5.965277e+00 , 1.218223e-01 , -1.099878e+00
2.366000e+00 , 5.968195e+00 , 1.195323e-01 , 2.787120e-01
2.367000e+00 , 5.971119e+00 , 1.170596e-01 , 1.767217e+00
2.368000e+00 , 5.974050e+00 , 1.144640e-01 , 3.329805e+00
2.369000e+00 , 5.976987e+00 , 1.118078e-01 , 4.928790e+00
2.370000e+00 , 5.979931e+00 , 1.091554e-01 , 6.525542e+00
2.371000e+00 , 5.982880e+00 , 1.065708e-01 , 8.081424e+00
2.372000e+00 , 5.985835e+00 , 1.041168e-01 , 9.558737e+00
2.373000e+00 , 5.988793e+00 , 1.018528e-01 , 1.092164e+01
2.374000e+00 , 5.991756e+00 , 9.983387e-02 , 1.200000e+01
2.375000e+00 , 5.994721e+00 , 9.810900e-02 , 1.200000e+01
2.376000e+00 , 5.997687e+00 , 9.672018e-02 , 1.200000e+01
2.377000e+00 , 6.000656e+00 , 9.569561e-02 , 1.200000e+01
2.378000e+00 , 6.003624e+00 , 9.501804e-02 , 1.200000e+01
2.379000e+00 , 6.006594e+00 , 9.467096e-02 , 1.200000e+01
2.380000e+00 , 6.009563e+00 , 9.463854e-02 , 1.200000e+01
2.381000e+00 , 6.012532e+00 , 9.490568e-02 , 1.200000e+01
2.382000e+00 , 6.015500e+00 , 9.545797e-02 , 1.200000e+01
2.383000e+00 , 6.018468e+00 , 9.628166e-02 , 1.200000e+01
2.384000e+00 , 6.021434e+00 , 9.736365e-02 , 1.200000e+01
2.385000e+00 , 6.024398e+00 , 9.869147e-02 , 1.200000e+01
2.386000e+00 , 6.027359e+00 , 1.002533e-01 , 1.188457e+01
2.387000e+00 , 6.030318e+00 , 1.020378e-01 , 1.081030e+01
2.388000e+00 , 6.033272e+00 , 1.040343e-01 , 9.608429e+00
2.389000e+00 , 6.036223e+00 , 1.062278e-01 , 8.287904e+00
2.390000e+00 , 6.039168e+00 , 1.085655e-01 , 6.880668e+00
2.391000e+00 , 6.042107e+00 , 1.109914e-01 , 5.420251e+00
2.392000e+00 , 6.045040e+00 , 1.134479e-01 , 3.941480e+00
2.393000e+00 , 6.047968e+00 , 1.158762e-01 , 2.479645e+00
2.394000e+00 , 6.050889e+00 , 1.182184e-01 , 1.069658e+00
2.395000e+00 , 6.053804e+00 , 1.204184e-01 , -2.547736e-01
2.396000e+00 , 6.056714e+00 , 1.224237e-01 , -1.461957e+00
2.397000e+00 , 6.059619e+00 , 1.241862e-01 , -2.522965e+00
2.398000e+00 , 6.062520e+00 , 1.256636e-01 , -3.412334e+00
2.399000e+00 , 6.065418e+00 , 1.268203e-01 , -4.108670e+00
2.400000e+00 , 6.068314e+00 , 1.276285e-01 , -4.595163e+00
2.401000e+00 , 6.071208e+00 , 1.280684e-01 , -4.859989e+00
2.402000e+00 , 6.074103e+00 , 1.281292e-01 , -4.896597e+00
2.403000e+00 , 6.076998e+00 , 1.278090e-01 , -4.703861e+00
2.404000e+00 , 6.079895e+00 , 1.271151e-01 , -4.286116e+00
2.405000e+00 , 6.082795e+00 , 1.260635e-01 , -3.653051e+00
2.406000e+00 , 6.085699e+00 , 1.246788e-01 , -2.819481e+00
2.407000e+00 , 6.088607e+00 , 1.229936e-01 , -1.804998e+00
2.408000e+00 , 6.091521e+00 , 1.210476e-01 , -6.335087e-01
2.409000e+00 , 6.094440e+00 , 1.188867e-01 , 6.673363e-01
2.410000e+00 , 6.097366e+00 , 1.165620e-01 , 2.066793e+00
2.411000e+00 , 6.100297e+00 , 1.141285e-01 , 3.531753e+00
2.412000e+00 , 6.103235e+00 , 1.116438e-01 , 5.027532e+00
2.413000e+00 , 6.106179e+00 , 1.091668e-01 , 6.518691e+00
2.414000e+00 , 6.109128e+00 , 1.067561e-01 , 7.969883e+00
2.415000e+00 , 6.112082e+00 , 1.044690e-01 , 9.346698e+00
2.416000e+00 , 6.115039e+00 , 1.023597e-01 , 1.061649e+01
2.417000e+00 , 6.118001e+00 , 1.004782e-01 , 1.174914e+01
2.418000e+00 , 6.120964e+00 , 9.886912e-02 , 1.200000e+01
2.419000e+00 , 6.123930e+00 , 9.757047e-02 , 1.200000e+01
2.420000e+00 , 6.126897e+00 , 9.661296e-02 , 1.200000e+01
2.421000e+00 , 6.129865e+00 , 9.599047e-02 , 1.200000e+01
2.422000e+00 , 6.132833e+00 , 9.568705e-02 , 1.200000e+01
2.423000e+00 , 6.135801e+00 , 9.568745e-02 , 1.200000e+01
2.424000e+00 , 6.138769e+00 , 9.597712e-02 , 1.200000e+01
2.425000e+00 , 6.141736e+00 , 9.654214e-02 , 1.200000e+01
2.426000e+00 , 6.144702e+00 , 9.736925e-02 , 1.200000e+01
2.427000e+00 , 6.147666e+00 , 9.844583e-02 , 1.200000e+01
2.428000e+00 , 6.150629e+00 , 9.975985e-02 , 1.200000e+01
2.429000e+00 , 6.153589e+00 , 1.012999e-01 , 1.125452e+01
2.430000e+00 , 6.156545e+00 , 1.030550e-01 , 1.019795e+01
2.431000e+00 , 6.159498e+00 , 1.050149e-01 , 9.018114e+00
2.432000e+00 , 6.162446e+00 , 1.071400e-01 , 7.738789e+00
2.433000e+00 , 6.165389e+00 , 1.093805e-01 , 6.390049e+00
2.434000e+00 , 6.168327e+00 , 1.116837e-01 , 5.003480e+00
2.435000e+00 , 6.171259e+00 , 1.139959e-01 , 3.611546e+00
2.436000e+00 , 6.174185e+00 , 1.162629e-01 , 2.246825e+00
2.437000e+00 , 6.177106e+00 , 1.184317e-01 , 9.412579e-01
2.438000e+00 , 6.180021e+00 , 1.204514e-01 , -2.746039e-01
2.439000e+00 , 6.182932e+00 , 1.222748e-01 , -1.372308e+00
2.440000e+00 , 6.185838e+00 , 1.238593e-01 , -2.326167e+00
2.441000e+00 , 6.188740e+00 , 1.251678e-01 , -3.113858e+00
2.442000e+00 , 6.191640e+00 , 1.261696e-01 , -3.716945e+00
2.443000e+00 , 6.194538e+00 , 1.268413e-01 , -4.121306e+00
2.444000e+00 , 6.197435e+00 , 1.271672e-01 , -4.317465e+00
2.445000e+00 , 6.200332e+00 , 1.271395e-01 , -4.300805e+00
2.446000e+00 , 6.203230e+00 , 1.267589e-01 , -4.071679e+00
2.447000e+00 , 6.206130e+00 , 1.260341e-01 , -3.635395e+00
2.448000e+00 , 6.209033e+00 , 1.249821e-01 , -3.002092e+00
2.449000e+00 , 6.211940e+00 , 1.236273e-01 , -2.186496e+00
2.450000e+00 , 6.214851e+00 , 1.220012e-01 , -1.207579e+00
2.451000e+00 , 6.217767e+00 , 1.201416e-01 , -8.811367e-02
2.452000e+00 , 6.220688e+00 , 1.180918e-01 , 1.145861e+00
2.453000e+00 , 6.223616e+00 , 1.158994e-01 , 2.465646e+00
2.454000e+00 , 6.226549e+00 , 1.136155e-01 , 3.840552e+00
2.455000e+00 , 6.229487e+00 , 1.112931e-01 , 5.238616e+00
2.456000e+00 , 6.232432e+00 , 1.089863e-01 , 6.627348e+00
2.457000e+00 , 6.235381e+00 , 1.067485e-01 , 7.974488e+00
2.458000e+00 , 6.238334e+00 , 1.046317e-01 , 9.248768e+00
2.459000e+00 , 6.241291e+00 , 1.026851e-01 , 1.042064e+01
2.460000e+00 , 6.244252e+00 , 1.009536e-01 , 1.146296e+01
2.461000e+00 , 6.247215e+00 , 9.947736e-02 , 1.200000e+01
2.462000e+00 , 6.250179e+00 , 9.829032e-02 , 1.200000e+01
2.463000e+00 , 6.253145e+00 , 9.741970e-02 , 1.200000e+01
2.464000e+00 , 6.256112e+00 , 9.687156e-02 , 1.200000e+01
2.465000e+00 , 6.259079e+00 , 9.663054e-02 , 1.200000e+01
2.466000e+00 , 6.262046e+00 , 9.668199e-02 , 1.200000e+01
2.467000e+00 , 6.265012e+00 , 9.701189e-02 , 1.200000e+01
2.468000e+00 , 6.267978e+00 , 9.760687e-02 , 1.200000e+01
2.469000e+00 , 6.270942e+00 , 9.845418e-02 , 1.200000e+01
2.470000e+00 , 6.273905e+00 , 9.954167e-02 , 1.200000e+01
2.471000e+00 , 6.276866e+00 , 1.008578e-01 , 1.152066e+01
2.472000e+00 , 6.279823e+00 , 1.023915e-01 , 1.059738e+01
2.473000e+00 , 6.282778e+00 , 1.041323e-01 , 9.549407e+00
2.474000e+00 , 6.285728e+00 , 1.060516e-01 , 8.393997e+00
2.475000e+00 , 6.288674e+00 , 1.081048e-01 , 7.157979e+00
2.476000e+00 , 6.291616e+00 , 1.102446e-01 , 5.869826e+00
2.477000e+00 , 6.294552e+00 , 1.124218e-01 , 4.559172e+00
2.478000e+00 , 6.297482e+00 , 1.145863e-01 , 3.256131e+00
2.479000e+00 , 6.300408e+00 , 1.166885e-01 , 1.990610e+00
2.480000e+00 , 6.303328e+00 , 1.186802e-01 , 7.916216e-01
2.481000e+00 , 6.306243e+00 , 1.205158e-01 , -3.133749e-01
2.482000e+00 , 6.309154e+00 , 1.221532e-01 , -1.299104e+00
2.483000e+00 , 6.312060e+00 , 1.235551e-01 , -2.143049e+00
2.484000e+00 , 6.314964e+00 , 1.246896e-01 , -2.825968e+00
2.485000e+00 , 6.317866e+00 , 1.255307e-01 , -3.332327e+00
2.486000e+00 , 6.320766e+00 , 1.260595e-01 , -3.650654e+00
2.487000e+00 , 6.323665e+00 , 1.262640e-01 , -3.773794e+00
2.488000e+00 , 6.326565e+00 , 1.261399e-01 , -3.699071e+00
2.489000e+00 , 6.329466e+00 , 1.256902e-01 , -3.428338e+00
2.490000e+00 , 6.332369e+00 , 1.249254e-01 , -2.967929e+00
2.491000e+00 , 6.335275e+00 , 1.238632e-01 , -2.328509e+00
2.492000e+00 , 6.338185e+00 , 1.225282e-01 , -1.524823e+00
2.493000e+00 , 6.341099e+00 , 1.209510e-01 , -5.753514e-01
2.494000e+00 , 6.344018e+00 , 1.191678e-01 , 4.981147e-01
2.495000e+00 , 6.346942e+00 , 1.172195e-01 , 1.670978e+00
2.496000e+00 , 6.349871e+00 , 1.151507e-01 , 2.916402e+00
2.497000e+00 , 6.352806e+00 , 1.130086e-01 , 4.205922e+00
2.498000e+00 , 6.355745e+00 , 1.108422e-01 , 5.510106e+00
2.499000e+00 , 6.358690e+00 , 1.087008e-01 , 6.799223e+00
2.500000e+00 , 6.361640e+00 , 1.066331e-01 , 8.043930e+00
2.501000e+00 , 6.364593e+00 , 1.046862e-01 , 9.215942e+00
2.502000e+00 , 6.367550e+00 , 1.029043e-01 , 1.028868e+01
2.503000e+00 , 6.370510e+00 , 1.013275e-01 , 1.123790e+01
2.504000e+00 , 6.373472e+00 , 9.999143e-02 , 1.200000e+01
2.505000e+00 , 6.376435e+00 , 9.892605e-02 , 1.200000e+01
2.506000e+00 , 6.379400e+00 , 9.815504e-02 , 1.200000e+01
2.507000e+00 , 6.382366e+00 , 9.769371e-02 , 1.200000e+01
2.508000e+00 , 6.385331e+00 , 9.752732e-02 , 1.200000e+01
2.509000e+00 , 6.388297e+00 , 9.764180e-02 , 1.200000e+01
2.510000e+00 , 6.391262e+00 , 9.802370e-02 , 1.200000e+01
2.511000e+00 , 6.394226e+00 , 9.866018e-02 , 1.200000e+01
2.512000e+00 , 6.397189e+00 , 9.953900e-02 , 1.200000e+01
2.513000e+00 , 6.400150e+00 , 1.006485e-01 , 1.164663e+01
2.514000e+00 , 6.403109e+00 , 1.019776e-01 , 1.084652e+01
2.515000e+00 , 6.406064e+00 , 1.035157e-01 , 9.920580e+00
2.516000e+00 , 6.409017e+00 , 1.052393e-01 , 8.883003e+00
2.517000e+00 , 6.411965e+00 , 1.071088e-01 , 7.757571e+00
2.518000e+00 , 6.414909e+00 , 1.090818e-01 , 6.569822e+00
2.519000e+00 , 6.417848e+00 , 1.111137e-01 , 5.346643e+00
2.520000e+00 , 6.420782e+00 , 1.131585e-01 , 4.115660e+00
2.521000e+00 , 6.423711e+00 , 1.151702e-01 , 2.904618e+00
2.522000e+00 , 6.426636e+00 , 1.171036e-01 , 1.740758e+00
2.523000e+00 , 6.429555e+00 , 1.189151e-01 , 6.502076e-01
2.524000e+00 , 6.432470e+00 , 1.205643e-01 , -3.426048e-01
2.525000e+00 , 6.435381e+00 , 1.220143e-01 , -1.215495e+00
2.526000e+00 , 6.438289e+00 , 1.232328e-01 , -1.949019e+00
2.527000e+00 , 6.441194e+00 , 1.241928e-01 , -2.526902e+00
2.528000e+00 , 6.444098e+00 , 1.248730e-01 , -2.936400e+00
2.529000e+00 , 6.447000e+00 , 1.252587e-01 , -3.168576e+00
2.530000e+00 , 6.449902e+00 , 1.253416e-01 , -3.218497e+00
2.531000e+00 , 6.452805e+00 , 1.251204e-01 , -3.085330e+00
2.532000e+00 , 6.455709e+00 , 1.246005e-01 , -2.772355e+00
2.533000e+00 , 6.458615e+00 , 1.237941e-01 , -2.286878e+00
2.534000e+00 , 6.461524e+00 , 1.227196e-01 , -1.640063e+00
2.535000e+00 , 6.464437e+00 , 1.214017e-01 , -8.466679e-01
2.536000e+00 , 6.467354e+00 , 1.198702e-01 , 7.529320e-02
2.537000e+00 , 6.470275e+00 , 1.181597e-01 , 1.104961e+00
2.538000e+00 , 6.473202e+00 , 1.163090e-01 , 2.219106e+00
2.539000e+00 , 6.476133e+00 , 1.143596e-01 , 3.392652e+00
2.540000e+00 , 6.479069e+00 , 1.123552e-01 , 4.599249e+00
2.541000e+00 , 6.482010e+00 , 1.103409e-01 , 5.811859e+00
2.542000e+00 , 6.484956e+00 , 1.083616e-01 , 7.003372e+00
2.543000e+00 , 6.487905e+00 , 1.064616e-01 , 8.147213e+00
2.544000e+00 , 6.490859e+00 , 1.046829e-01 , 9.217941e+00
2.545000e+00 , 6.493815e+00 , 1.030652e-01 , 1.019182e+01
2.546000e+00 , 6.496775e+00 , 1.016440e-01 , 1.104734e+01
2.547000e+00 , 6.499736e+00 , 1.004507e-01 , 1.176573e+01
2.548000e+00 , 6.502699e+00 , 9.951115e-02 , 1.200000e+01
2.549000e+00 , 6.505663e+00 , 9.884569e-02 , 1.200000e+01
2.550000e+00 , 6.508627e+00 , 9.846834e-02 , 1.200000e+01
2.551000e+00 , 6.511592e+00 , 9.837421e-02 , 1.200000e+01
2.552000e+00 , 6.514556e+00 , 9.854978e-02 , 1.200000e+01
2.553000e+00 , 6.517520e+00 , 9.898214e-02 , 1.200000e+01
2.554000e+00 , 6.520482e+00 , 9.965898e-02 , 1.200000e+01
2.555000e+00 , 6.523443e+00 , 1.005686e-01 , 1.169477e+01
2.556000e+00 , 6.526402e+00 , 1.016997e-01 , 1.101384e+01
2.557000e+00 , 6.529359e+00 , 1.030417e-01 , 1.020596e+01
2.558000e+00 , 6.532313e+00 , 1.045730e-01 , 9.284131e+00
2.559000e+00 , 6.535263e+00 , 1.062589e-01 , 8.269202e+00
2.560000e+00 , 6.538209e+00 , 1.080618e-01 , 7.183899e+00
2.561000e+00 , 6.541151e+00 , 1.099413e-01 , 6.052428e+00
2.562000e+00 , 6.544088e+00 , 1.118557e-01 , 4.899943e+00
2.563000e+00 , 6.547021e+00 , 1.137626e-01 , 3.751988e+00
2.564000e+00 , 6.549949e+00 , 1.156199e-01 , 2.633933e+00
2.565000e+00 , 6.552873e+00 , 1.173865e-01 , 1.570416e+00
2.566000e+00 , 6.555792e+00 , 1.190238e-01 , 5.848049e-01
2.567000e+00 , 6.558707e+00 , 1.204958e-01 , -3.013197e-01
2.568000e+00 , 6.561619e+00 , 1.217704e-01 , -1.068631e+00
2.569000e+00 , 6.564528e+00 , 1.228200e-01 , -1.700476e+00
2.570000e+00 , 6.567435e+00 , 1.236219e-01 , -2.183240e+00
2.571000e+00 , 6.570340e+00 , 1.241591e-01 , -2.506632e+00
2.572000e+00 , 6.573245e+00 , 1.244204e-01 , -2.663905e+00
2.573000e+00 , 6.576149e+00 , 1.244006e-01 , -2.651991e+00
2.574000e+00 , 6.579055e+00 , 1.241008e-01 , -2.471563e+00
2.575000e+00 , 6.581962e+00 , 1.235285e-01 , -2.127000e+00
2.576000e+00 , 6.584871e+00 , 1.226967e-01 , -1.626287e+00
2.577000e+00 , 6.587784e+00 , 1.216245e-01 , -9.808197e-01
2.578000e+00 , 6.590699e+00 , 1.203360e-01 , -2.051504e-01
2.579000e+00 , 6.593619e+00 , 1.188601e-01 , 6.833472e-01
2.580000e+00 , 6.596543e+00 , 1.172296e-01 , 1.664868e+00
2.581000e+00 , 6.599471e+00 , 1.154809e-01 , 2.717617e+00
2.582000e+00 , 6.602404e+00 , 1.136525e-01 , 3.818300e+00
2.583000e+00 , 6.605342e+00 , 1.117848e-01 , 4.942635e+00
2.584000e+00 , 6.608284e+00 , 1.099189e-01 , 6.065894e+00
2.585000e+00 , 6.611230e+00 , 1.080957e-01 , 7.163451e+00
2.586000e+00 , 6.614180e+00 , 1.063551e-01 , 8.211324e+00
2.587000e+00 , 6.617133e+00 , 1.047348e-01 , 9.186702e+00
2.588000e+00 , 6.620090e+00 , 1.032701e-01 , 1.006845e+01
2.589000e+00 , 6.623048e+00 , 1.019925e-01 , 1.083755e+01
2.590000e+00 , 6.626009e+00 , 1.009294e-01 , 1.147757e+01
2.591000e+00 , 6.628971e+00 , 1.001032e-01 , 1.197494e+01
2.592000e+00 , 6.631933e+00 , 9.953115e-02 , 1.200000e+01
2.593000e+00 , 6.634897e+00 , 9.922490e-02 , 1.200000e+01
2.594000e+00 , 6.637860e+00 , 9.919013e-02 , 1.200000e+01
2.595000e+00 , 6.640823e+00 , 9.941480e-02 , 1.200000e+01
2.596000e+00 , 6.643785e+00 , 9.988650e-02 , 1.200000e+01
2.597000e+00 , 6.646746e+00 , 1.005934e-01 , 1.167981e+01
2.598000e+00 , 6.649706e+00 , 1.015242e-01 , 1.111948e+01
2.599000e+00 , 6.652663e+00 , 1.026681e-01 , 1.043084e+01
2.600000e+00 , 6.655618e+00 , 1.040032e-01 , 9.627146e+00
2.601000e+00 , 6.658570e+00 , 1.054995e-01 , 8.726361e+00
2.602000e+00 , 6.661518e+00 , 1.071240e-01 , 7.748414e+00
2.603000e+00 , 6.664462e+00 , 1.088409e-01 , 6.714834e+00
2.604000e+00 , 6.667403e+00 , 1.106127e-01 , 5.648271e+00
2.605000e+00 , 6.670339e+00 , 1.124005e-01 , 4.572005e+00
2.606000e+00 , 6.673271e+00 , 1.141656e-01 , 3.509440e+00
2.607000e+00 , 6.676198e+00 , 1.158696e-01 , 2.483596e+00
2.608000e+00 , 6.679121e+00 , 1.174759e-01 , 1.516614e+00
2.609000e+00 , 6.682041e+00 , 1.189499e-01 , 6.292796e-01
2.610000e+00 , 6.684957e+00 , 1.202601e-01 , -1.594211e-01
2.611000e+00 , 6.687870e+00 , 1.213785e-01 , -8.327081e-01
2.612000e+00 , 6.690780e+00 , 1.222816e-01 , -1.376362e+00
2.613000e+00 , 6.693689e+00 , 1.229504e-01 , -1.779020e+00
2.614000e+00 , 6.696596e+00 , 1.233714e-01 , -2.032416e+00
2.615000e+00 , 6.699503e+00 , 1.235360e-01 , -2.131544e+00
2.616000e+00 , 6.702411e+00 , 1.234417e-01 , -2.074752e+00
2.617000e+00 , 6.705319e+00 , 1.230912e-01 , -1.863771e+00
2.618000e+00 , 6.708229e+00 , 1.224930e-01 , -1.503656e+00
2.619000e+00 , 6.711141e+00 , 1.216608e-01 , -1.002672e+00
2.620000e+00 , 6.714056e+00 , 1.206133e-01 , -3.720938e-01
2.621000e+00 , 6.716974e+00 , 1.193739e-01 , 3.740419e-01
2.622000e+00 , 6.719896e+00 , 1.179699e-01 , 1.219256e+00
2.623000e+00 , 6.722822e+00 , 1.164321e-01 , 2.144990e+00
2.624000e+00 , 6.725753e+00 , 1.147942e-01 , 3.131016e+00
2.625000e+00 , 6.728687e+00 , 1.130917e-01 , 4.155882e+00
2.626000e+00 , 6.731626e+00 , 1.113616e-01 , 5.197379e+00
2.627000e+00 , 6.734568e+00 , 1.096413e-01 , 6.233023e+00
2.628000e+00 , 6.737515e+00 , 1.079677e-01 , 7.240547e+00
2.629000e+00 , 6.740465e+00 , 1.063766e-01 , 8.198381e+00
2.630000e+00 , 6.743418e+00 , 1.049019e-01 , 9.086116e+00
2.631000e+00 , 6.746373e+00 , 1.035749e-01 , 9.884944e+00
2.632000e+00 , 6.749331e+00 , 1.024236e-01 , 1.057806e+01
2.633000e+00 , 6.752291e+00 , 1.014718e-01 , 1.115101e+01
2.634000e+00 , 6.755252e+00 , 1.007393e-01 , 1.159200e+01
2.635000e+00 , 6.758213e+00 , 1.002407e-01 , 1.189214e+01
2.636000e+00 , 6.761175e+00 , 9.998577e-02 , 1.200000e+01
2.637000e+00 , 6.764137e+00 , 9.997885e-02 , 1.200000e+01
2.638000e+00 , 6.767099e+00 , 1.002190e-01 , 1.190521e+01
2.639000e+00 , 6.770060e+00 , 1.006982e-01 , 1.161669e+01
2.640000e+00 , 6.773020e+00 , 1.014052e-01 , 1.119111e+01
2.641000e+00 , 6.775978e+00 , 1.023255e-01 , 1.063710e+01
2.642000e+00 , 6.778934e+00 , 1.034384e-01 , 9.967111e+00
2.643000e+00 , 6.781887e+00 , 1.047194e-01 , 9.195976e+00
2.644000e+00 , 6.784837e+00 , 1.061403e-01 , 8.340614e+00
2.645000e+00 , 6.787785e+00 , 1.076701e-01 , 7.419658e+00
2.646000e+00 , 6.790728e+00 , 1.092758e-01 , 6.453049e+00
2.647000e+00 , 6.793668e+00 , 1.109227e-01 , 5.461609e+00
2.648000e+00 , 6.796604e+00 , 1.125756e-01 , 4.466593e+00
2.649000e+00 , 6.799535e+00 , 1.141991e-01 , 3.489237e+00
2.650000e+00 , 6.802463e+00 , 1.157588e-01 , 2.550304e+00
2.651000e+00 , 6.805387e+00 , 1.172217e-01 , 1.669649e+00
2.652000e+00 , 6.808307e+00 , 1.185570e-01 , 8.658020e-01
2.653000e+00 , 6.811225e+00 , 1.197368e-01 , 1.555730e-01
2.654000e+00 , 6.814140e+00 , 1.207366e-01 , -4.462908e-01
2.655000e+00 , 6.817052e+00 , 1.215358e-01 , -9.274128e-01
2.656000e+00 , 6.819963e+00 , 1.221182e-01 , -1.278038e+00
2.657000e+00 , 6.822873e+00 , 1.224724e-01 , -1.491230e+00
2.658000e+00 , 6.825783e+00 , 1.225916e-01 , -1.563003e+00
2.659000e+00 , 6.828693e+00 , 1.224743e-01 , -1.492395e+00
2.660000e+00 , 6.831604e+00 , 1.221239e-01 , -1.281472e+00
2.661000e+00 , 6.834516e+00 , 1.215489e-01 , -9.352717e-01
2.662000e+00 , 6.837431e+00 , 1.207621e-01 , -4.616801e-01
2.663000e+00 , 6.840348e+00 , 1.197814e-01 , 1.287473e-01
2.664000e+00 , 6.843268e+00 , 1.186281e-01 , 8.230233e-01
2.665000e+00 , 6.846192e+00 , 1.173274e-01 , 1.606016e+00
2.666000e+00 , 6.849119e+00 , 1.159075e-01 , 2.460781e+00
2.667000e+00 , 6.852051e+00 , 1.143990e-01 , 3.368928e+00
2.668000e+00 , 6.854986e+00 , 1.128340e-01 , 4.311020e+00
2.669000e+00 , 6.857925e+00 , 1.112460e-01 , 5.266987e+00
2.670000e+00 , 6.860867e+00 , 1.096686e-01 , 6.216564e+00
2.671000e+00 , 6.863813e+00 , 1.081352e-01 , 7.139712e+00
2.672000e+00 , 6.866763e+00 , 1.066778e-01 , 8.017054e+00
2.673000e+00 , 6.869715e+00 , 1.053269e-01 , 8.830275e+00
2.674000e+00 , 6.872669e+00 , 1.041105e-01 , 9.562514e+00
2.675000e+00 , 6.875626e+00 , 1.030537e-01 , 1.019871e+01
2.676000e+00 , 6.878584e+00 , 1.021780e-01 , 1.072592e+01
2.677000e+00 , 6.881544e+00 , 1.015008e-01 , 1.113357e+01
2.678000e+00 , 6.884504e+00 , 1.010355e-01 , 1.141368e+01
2.679000e+00 , 6.887465e+00 , 1.007908e-01 , 1.156100e+01
2.680000e+00 , 6.890426e+00 , 1.007706e-01 , 1.157313e+01
2.681000e+00 , 6.893386e+00 , 1.009743e-01 , 1.145052e+01
2.682000e+00 , 6.896346e+00 , 1.013963e-01 , 1.119645e+01
2.683000e+00 , 6.899304e+00 , 1.020267e-01 , 1.081697e+01
2.684000e+00 , 6.902262e+00 , 1.028511e-01 , 1.032071e+01
2.685000e+00 , 6.905217e+00 , 1.038511e-01 , 9.718695e+00
2.686000e+00 , 6.908169e+00 , 1.050049e-01 , 9.024127e+00
2.687000e+00 , 6.911120e+00 , 1.062874e-01 , 8.252059e+00
2.688000e+00 , 6.914067e+00 , 1.076711e-01 , 7.419085e+00
2.689000e+00 , 6.917011e+00 , 1.091264e-01 , 6.542984e+00
2.690000e+00 , 6.919951e+00 , 1.106225e-01 , 5.642341e+00
2.691000e+00 , 6.922888e+00 , 1.121278e-01 , 4.736154e+00
2.692000e+00 , 6.925821e+00 , 1.136107e-01 , 3.843439e+00
2.693000e+00 , 6.928751e+00 , 1.150403e-01 , 2.982828e+00
2.694000e+00 , 6.931677e+00 , 1.163869e-01 , 2.172188e+00
2.695000e+00 , 6.934600e+00 , 1.176227e-01 , 1.428245e+00
2.696000e+00 , 6.937520e+00 , 1.187224e-01 , 7.662474e-01
2.697000e+00 , 6.940437e+00 , 1.196636e-01 , 1.996514e-01
2.698000e+00 , 6.943353e+00 , 1.204274e-01 , -2.601494e-01
2.699000e+00 , 6.946267e+00 , 1.209986e-01 , -6.040510e-01
2.700000e+00 , 6.949180e+00 , 1.213664e-01 , -8.254171e-01
2.701000e+00 , 6.952093e+00 , 1.215238e-01 , -9.202040e-01
2.702000e+00 , 6.955005e+00 , 1.214687e-01 , -8.870311e-01
2.703000e+00 , 6.957919e+00 , 1.212032e-01 , -7.271952e-01
2.704000e+00 , 6.960834e+00 , 1.207338e-01 , -4.446285e-01
2.705000e+00 , 6.963750e+00 , 1.200713e-01 , -4.580214e-02
2.706000e+00 , 6.966669e+00 , 1.192304e-01 , 4.604226e-01
2.707000e+00 , 6.969590e+00 , 1.182295e-01 , 1.062992e+00
2.708000e+00 , 6.972514e+00 , 1.170901e-01 , 1.748905e+00
2.709000e+00 , 6.975442e+00 , 1.158366e-01 , 2.503489e+00
2.710000e+00 , 6.978373e+00 , 1.144957e-01 , 3.310723e+00
